bookname,n,k,m,count1,count2,count3,user,sys,real
madame-bovary,112972,5,1000,1796279,16856,1001,80.0,0.0,83.0
madame-bovary,112972,5,10000,1796279,168658,10048,92.0,4.0,100.0
madame-bovary,112972,5,100000,1796279,1686468,100450,228.0,4.0,249.0
madame-bovary,112972,5,500000,1796279,6093619,363037,636.0,12.0,680.0
madame-bovary,112972,6,1000,1796279,16856,1000,84.0,0.0,88.0
madame-bovary,112972,6,10000,1796279,168693,10002,96.0,0.0,101.0
madame-bovary,112972,6,100000,1796279,1686299,100101,248.0,0.0,260.0
madame-bovary,112972,6,500000,1796279,274835,16609,104.0,8.0,115.0
madame-bovary,112972,7,1000,1796279,16856,1000,80.0,0.0,84.0
madame-bovary,112972,7,10000,1796279,168693,10000,100.0,0.0,103.0
madame-bovary,112972,7,100000,1796279,378435,22480,120.0,0.0,123.0
madame-bovary,112972,7,500000,1796279,387088,22984,116.0,4.0,124.0
zadig,26046,2,1000,349642,14748,3893,16.0,0.0,22.0
zadig,26046,2,10000,349642,147357,38043,28.0,0.0,33.0
zadig,26046,2,100000,349642,285034,79668,36.0,0.0,41.0
zadig,26046,2,500000,349642,543945,146801,56.0,0.0,63.0
zadig,26046,3,1000,349639,14749,1096,12.0,8.0,25.0
zadig,26046,3,10000,349639,147433,11047,20.0,8.0,33.0
zadig,26046,3,100000,349639,164234,12344,28.0,0.0,32.0
zadig,26046,3,500000,349639,166409,12525,36.0,0.0,40.0
zadig,26046,4,1000,349638,14732,1011,16.0,0.0,20.0
