bookname,n,k,m,count1,count2,count3,user,sys,real
madame-bovary,112972,6,10000,1796279,168682,10011,96.0,0.0,210.0
madame-bovary,112972,6,100000,1796279,1255127,74728,176.0,0.0,223.0
madame-bovary,112972,6,500000,1796279,586034,35010,124.0,4.0,3339.0
madame-bovary,112972,7,1000,1796279,16856,1000,76.0,4.0,185.0
madame-bovary,112972,7,10000,1796279,168693,10000,84.0,4.0,126.0
madame-bovary,112972,7,100000,1796279,1398174,82966,196.0,8.0,299.0
madame-bovary,112972,7,500000,1796279,7429885,440865,740.0,28.0,1755.0
zadig,26046,2,1000,349642,14736,4088,16.0,0.0,25.0
zadig,26046,2,10000,349642,147415,41484,24.0,4.0,69.0
zadig,26046,2,100000,349642,90659,23878,20.0,0.0,37.0
zadig,26046,2,500000,349642,242631,65630,32.0,0.0,68.0
zadig,26046,3,1000,349639,11382,859,16.0,0.0,55.0
zadig,26046,3,10000,349639,135461,10100,20.0,4.0,56.0
zadig,26046,3,100000,349639,11952,877,12.0,8.0,636.0
zadig,26046,3,500000,349639,460005,34524,52.0,0.0,129.0
zadig,26046,4,1000,349638,14713,1012,16.0,0.0,24.0
zadig,26046,4,10000,349638,147417,10168,24.0,0.0,71.0
zadig,26046,4,100000,349638,195241,13446,20.0,12.0,42.0
zadig,26046,4,500000,349638,150841,10377,24.0,0.0,49.0
zadig,26046,5,1000,349638,14719,1001,16.0,0.0,32.0
zadig,26046,5,10000,349638,147440,10036,20.0,4.0,250.0
zadig,26046,5,100000,349638,412745,28101,36.0,8.0,122.0
zadig,26046,5,500000,349638,414343,28241,44.0,0.0,109.0
zadig,26046,6,1000,349638,14735,1000,16.0,0.0,32.0
zadig,26046,6,10000,349638,147467,10012,28.0,0.0,534.0
zadig,26046,6,100000,349638,84253,5719,12.0,8.0,49.0
zadig,26046,6,500000,349638,596457,40554,56.0,4.0,80.0
zadig,26046,7,1000,349638,14735,1000,16.0,0.0,25.0
zadig,26046,7,10000,349638,91016,6176,20.0,0.0,40.0
zadig,26046,7,100000,349638,91016,6176,32.0,0.0,103.0
zadig,26046,7,500000,349638,91016,6176,20.0,4.0,5845.0
don-quixote,404461,2,1000,7024485,18736,59016,280.0,20.0,688.0
don-quixote,404461,2,10000,7024485,187144,741378,328.0,0.0,803.0
don-quixote,404461,2,100000,7024485,1871373,7259120,800.0,32.0,2043.0
don-quixote,404461,2,500000,7024485,1173157,4527520,608.0,12.0,1209.0
don-quixote,404461,3,1000,7024519,18711,2901,272.0,16.0,361.0
don-quixote,404461,3,10000,7024519,51240,8129,264.0,8.0,317.0
don-quixote,404461,3,100000,7024519,1870165,329649,472.0,4.0,1041.0
don-quixote,404461,3,500000,7024519,6485318,1165714,1032.0,44.0,3108.0
don-quixote,404461,4,1000,7024518,18664,1154,252.0,8.0,697.0
don-quixote,404461,4,10000,7024518,186991,12712,304.0,40.0,1963.0
don-quixote,404461,4,100000,7024518,1870306,126749,460.0,8.0,1238.0
don-quixote,404461,4,500000,7024518,9352238,644970,1212.0,24.0,3300.0
don-quixote,404461,5,1000,7024519,18715,1080,292.0,0.0,527.0
don-quixote,404461,5,10000,7024519,187058,10507,312.0,0.0,995.0
don-quixote,404461,5,100000,7024519,1870207,105358,404.0,0.0,1123.0
don-quixote,404461,5,500000,7024519,6268324,352655,912.0,12.0,3215.0
don-quixote,404461,6,1000,7024520,18698,1003,232.0,20.0,294.0
don-quixote,404461,6,10000,7024520,187042,10113,300.0,8.0,517.0
don-quixote,404461,6,100000,7024520,189142,10288,264.0,32.0,478.0
don-quixote,404461,6,500000,7024520,6147430,333976,876.0,12.0,1245.0
don-quixote,404461,7,1000,7024521,18694,1003,272.0,8.0,1006.0
don-quixote,404461,7,10000,7024521,187098,10140,304.0,0.0,360.0
don-quixote,404461,7,100000,7024521,1870546,101070,544.0,20.0,1444.0
don-quixote,404461,7,500000,7024521,2510795,135597,536.0,16.0,1926.0
madame-bovary,112972,2,1000,1796267,16877,10938,72.0,0.0,94.0
madame-bovary,112972,2,10000,1796267,168652,127120,112.0,0.0,477.0
madame-bovary,112972,2,100000,1796267,1249507,933771,200.0,4.0,493.0
madame-bovary,112972,2,500000,1796267,4537363,3295981,552.0,24.0,1000.0
madame-bovary,112972,3,1000,1796277,16855,1227,68.0,4.0,108.0
madame-bovary,112972,3,10000,1796277,168674,13038,88.0,0.0,148.0
madame-bovary,112972,3,100000,1796277,64290,5481,68.0,12.0,121.0
madame-bovary,112972,3,500000,1796277,454887,35184,92.0,8.0,193.0
madame-bovary,112972,4,1000,1796279,16861,1021,72.0,0.0,110.0
madame-bovary,112972,4,10000,1796279,168673,10371,84.0,0.0,115.0
madame-bovary,112972,4,100000,1796279,968479,60316,156.0,0.0,597.0
madame-bovary,112972,4,500000,1796279,2154463,133375,260.0,0.0,623.0
madame-bovary,112972,5,1000,1796279,16857,1001,72.0,0.0,79.0
madame-bovary,112972,5,10000,1796279,168672,10056,84.0,0.0,191.0
madame-bovary,112972,5,100000,1796279,1686467,100446,216.0,4.0,535.0
madame-bovary,112972,5,500000,1796279,1071788,64710,160.0,4.0,252.0
madame-bovary,112972,6,1000,1796279,16856,1000,60.0,8.0,905.0
madame-bovary,112972,6,10000,1796279,168682,10011,92.0,4.0,153.0
madame-bovary,112972,6,100000,1796279,1255127,74728,172.0,20.0,553.0
madame-bovary,112972,6,500000,1796279,610044,36277,120.0,8.0,227.0
madame-bovary,112972,7,1000,1796279,16856,1000,76.0,0.0,141.0
madame-bovary,112972,7,10000,1796279,168693,10000,80.0,8.0,123.0
madame-bovary,112972,7,100000,1796279,1398174,82966,192.0,8.0,397.0
madame-bovary,112972,7,500000,1796279,1198645,71100,180.0,8.0,2168.0
zadig,26046,2,1000,349642,14736,4088,16.0,0.0,24.0
zadig,26046,2,10000,349642,147415,41484,24.0,0.0,82.0
zadig,26046,2,100000,349642,90659,23878,20.0,0.0,34.0
zadig,26046,2,500000,349642,603449,165434,56.0,0.0,144.0
zadig,26046,3,1000,349639,14745,1136,12.0,0.0,228.0
zadig,26046,3,10000,349639,135461,10100,24.0,0.0,56.0
zadig,26046,3,100000,349639,1034715,77543,80.0,4.0,335.0
zadig,26046,3,500000,349639,460005,34524,48.0,0.0,136.0
zadig,26046,4,1000,349638,14713,1012,16.0,0.0,26.0
zadig,26046,4,10000,349638,147417,10168,24.0,0.0,51.0
zadig,26046,4,100000,349638,195241,13446,28.0,0.0,58.0
zadig,26046,4,500000,349638,150841,10377,24.0,0.0,241.0
zadig,26046,5,1000,349638,14719,1001,16.0,0.0,48.0
zadig,26046,5,10000,349638,147440,10036,28.0,0.0,47.0
zadig,26046,5,100000,349638,412745,28101,40.0,8.0,893.0
zadig,26046,5,500000,349638,414343,28241,40.0,4.0,98.0
zadig,26046,6,1000,349638,14735,1000,16.0,0.0,31.0
zadig,26046,6,10000,349638,97809,6641,24.0,4.0,239.0
zadig,26046,6,100000,349638,84253,5719,12.0,8.0,41.0
zadig,26046,6,500000,349638,596457,40554,60.0,0.0,89.0
zadig,26046,7,1000,349638,14735,1000,16.0,0.0,140.0
zadig,26046,7,10000,349638,91016,6176,12.0,8.0,41.0
zadig,26046,7,100000,349638,91016,6176,24.0,0.0,103.0
zadig,26046,7,500000,349638,375365,25497,68.0,4.0,225.0
don-quixote,404461,2,1000,7024485,18705,65382,264.0,8.0,299.0
don-quixote,404461,2,10000,7024485,187066,688674,332.0,20.0,532.0
don-quixote,404461,2,100000,7024485,1871346,7387413,796.0,20.0,2630.0
don-quixote,404461,2,500000,7024485,4335676,16968505,1452.0,64.0,4827.0
don-quixote,404461,3,1000,7024519,18699,3320,276.0,12.0,836.0
don-quixote,404461,3,10000,7024519,51240,8129,292.0,0.0,522.0
don-quixote,404461,3,100000,7024519,1296006,234385,436.0,20.0,1041.0
don-quixote,404461,3,500000,7024519,9351726,1668210,1280.0,44.0,7635.0
don-quixote,404461,4,1000,7024518,18664,1154,288.0,12.0,2750.0
don-quixote,404461,4,10000,7024518,187095,12585,312.0,4.0,3704.0
don-quixote,404461,4,100000,7024518,1870363,129614,468.0,0.0,1273.0
don-quixote,404461,4,500000,7024518,9352371,642185,1216.0,16.0,3687.0
don-quixote,404461,5,1000,7024519,18715,1080,288.0,8.0,629.0
don-quixote,404461,5,10000,7024519,187070,10654,320.0,12.0,882.0
don-quixote,404461,5,100000,7024519,1870330,105923,472.0,8.0,2389.0
don-quixote,404461,5,500000,7024519,9352468,526845,1312.0,60.0,8688.0
don-quixote,404461,6,1000,7024520,18698,1003,304.0,12.0,5209.0
don-quixote,404461,6,10000,7024520,187056,10082,300.0,16.0,1155.0
don-quixote,404461,6,100000,7024520,189142,10288,308.0,0.0,591.0
don-quixote,404461,6,500000,7024520,1031459,56124,412.0,20.0,698.0
don-quixote,404461,7,1000,7024521,18698,1002,284.0,8.0,390.0
don-quixote,404461,7,10000,7024521,187098,10140,308.0,20.0,748.0
don-quixote,404461,7,100000,7024521,314897,17023,336.0,32.0,565.0
don-quixote,404461,7,500000,7024521,719664,38748,344.0,16.0,452.0
madame-bovary,112972,2,1000,1796267,16877,10938,72.0,0.0,100.0
madame-bovary,112972,2,10000,1796267,168627,122594,96.0,12.0,273.0
madame-bovary,112972,2,100000,1796267,1535532,1088658,212.0,4.0,763.0
madame-bovary,112972,2,500000,1796267,1204350,878300,192.0,4.0,557.0
madame-bovary,112972,3,1000,1796277,16855,1227,72.0,0.0,100.0
madame-bovary,112972,3,10000,1796277,168626,12941,80.0,8.0,132.0
madame-bovary,112972,3,100000,1796277,64290,5481,76.0,4.0,118.0
madame-bovary,112972,3,500000,1796277,454887,35184,92.0,4.0,171.0
madame-bovary,112972,4,1000,1796279,16861,1021,68.0,4.0,92.0
madame-bovary,112972,4,10000,1796279,168673,10371,88.0,0.0,186.0
madame-bovary,112972,4,100000,1796279,777133,49120,148.0,0.0,1015.0
madame-bovary,112972,4,500000,1796279,2473189,151711,280.0,8.0,687.0
madame-bovary,112972,5,1000,1796279,16857,1001,68.0,4.0,183.0
madame-bovary,112972,5,10000,1796279,168672,10056,84.0,4.0,137.0
madame-bovary,112972,5,100000,1796279,1686467,100446,208.0,12.0,480.0
madame-bovary,112972,5,500000,1796279,1071788,64710,160.0,4.0,298.0
madame-bovary,112972,6,1000,1796279,16856,1000,60.0,4.0,197.0
madame-bovary,112972,6,10000,1796279,168652,10014,80.0,8.0,917.0
madame-bovary,112972,6,100000,1796279,852951,50679,152.0,0.0,330.0
madame-bovary,112972,6,500000,1796279,610044,36277,160.0,0.0,480.0
madame-bovary,112972,7,1000,1796279,16856,1000,72.0,0.0,94.0
madame-bovary,112972,7,10000,1796279,168693,10000,84.0,0.0,104.0
madame-bovary,112972,7,100000,1796279,1686477,100023,212.0,12.0,434.0
madame-bovary,112972,7,500000,1796279,2677490,158892,316.0,8.0,693.0
zadig,26046,2,1000,349642,14736,4088,16.0,0.0,25.0
zadig,26046,2,10000,349642,147415,41484,24.0,4.0,3952.0
